ProjectCode,ProjectName,ReportMonth,State,Agency,OriginalCost,RevisedCost,Expenditure,Physical Progress,CostOverrunProbability,TimeOverrunProbability,CostWarning,TimeWarning,IndicatorScore,OverallRiskScore,RiskLevel,AlertType,RecommendedAction
618358,Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur NH- 137 starting from km 80.630 near Mandeu to km 96.870 near Jiri River on EPC Mode Package-6,2026-05,Manipur,NHIDCL,311.18,311.18,230.69,86.73,0.6067202,0.37897867,True,True,31.634999999999998,44.07388235473633,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618739,"4L Greenfield Alignment  of Amas to Shivrampur from 0.000 Km. to 55.002 Km. of NH119 D Pkg-I",2026-04,Bihar,National Highways Authority of India [NHAI],1390.92,1427.43,341.86,45.35,0.116079316,0.5136471,False,True,63.407004429872806,44.06071420818209,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618600,6L of Valanchery bypass to Kappirikkad of NH  66 from km. 298500 to km 335850,2026-04,Kerala,National Highways Authority of India [NHAI],4023.94,4023.94,1497.69,98.84,0.14895558,0.66595733,False,True,34.10666666666666,44.05534631347656,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618803,"Development of 4L Road from Samarlakota to Achampeta Junction as part ofKakinada Port Connectivity to NH-16 Rajanagaram Junction in East Godavari District",2026-04,Andhra Pradesh,National Highways Authority of India [NHAI],645.63,750.2,595.09,90.5,0.28941914,0.54057896,True,True,39.666666666666664,44.04518432617188,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619150,"BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH-209 in Karnataka",2026-04,Karnataka,National Highways Authority of India [NHAI],2082.69,2859.93,730.43,99.7,0.0764113,0.48406285,False,True,66.86666666666666,44.04213836669922,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618868,4L from Devinagar Bypass End Existing Km. 208.000 of NH 530B/Design Km. 66.000 to Kasganj Bypass End Existing Km.150.100 of NH 530B/ Design Km. 123.100 of NH 530B,2026-05,Uttar Pradesh,National Highways Authority of India [NHAI],2289.52,2223.71,486.69,68.4,0.68102354,0.0688869,True,False,38.676712328767124,44.030182691600224,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618859,"Improvement and Up-Gradation of Existing Road to 4L PS from Km 229.070 to260.800, End of Hardoi District to Lucknow Ring road of NH 731 Pkg-4",2026-04,Uttar Pradesh,National Highways Authority of India [NHAI],575.66,553.61,371.82,99.33,0.074137986,0.63780016,False,True,33.78,44.0126787109375,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
616600,Interception and Diversion and STP works in Bhagalpur under Hybrid annuity based PPP mode-Namami Gange Programme,2026-05,Bihar,National Mission for Clean Ganga,413.29,413.29,126.67,97.0,0.45256427,0.44382188,True,True,26.5,43.981526947021486,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618871,"4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near HemmigeVillage Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275Pkg. II",2026-04,Karnataka,National Highways Authority of India [NHAI],909.86,896.42,32.64,7.18,0.21671858,0.57656026,True,True,11.025953974811424,43.96958218313578,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618591,"Construction of 6-lane flyover at Ainthapali junction and a 2-lane ROB LHS on NH-53 Earlier NH-6 in Sambalpur, on EPC mode in Odisha under NHO",2026-05,Odisha,National Highways Authority of India [NHAI],374.17,211.74,103.78,50.87,0.52980965,0.16205356,True,False,37.845394304490696,43.9447649257029,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618611,"Sangariya near Chautala-Rasisar near Bikaner section of NH-754K Phase-I AJ/SR-Package-7",2026-04,Rajasthan,National Highways Authority of India [NHAI],520.63,548.42,426.0,100.0,0.121998556,0.61883414,False,True,33.333333333333336,43.92957305908203,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618153,Satara to Mhaswad,2026-05,Maharashtra,MoRTH,653.46,653.46,7.33,98.08,0.044033483,0.49392408,False,True,50.96,43.90738958740234,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618791,4L PS under NH configuration of Manikpur-Sahebganj of NH-139W,2026-05,Bihar,National Highways Authority of India [NHAI],1538.76,1538.76,146.2,21.54,0.7713836,0.028780827,True,False,12.90880322899761,43.8982841379141,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618823,4 laning of Barasat - Barajaguli Section of NH-12 from Km. 31.000 to Km. 48.679 in the district of North 24 - Parganas,2026-05,West Bengal,National Highways Authority of India [NHAI],352.01,346.39,87.2,39.55,0.44789317,0.22795859,True,False,44.64913031554029,43.84446427389354,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618852,4L Sundar Nagar Bypass from Km.173.900 to Km.179.600 of NH-21,2026-05,Himachal Pradesh,National Highways Authority of India [NHAI],191.11,192.11,182.2,100.0,0.08929329,0.607302,False,True,25.0,43.83586120605469,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618574,"Balance Works of 4L of NH-31D from Km. 113.200 to Km. 154.854 Package-II AGhoshpukur-Salsalabari Section",2026-04,West Bengal,National Highways Authority of India [NHAI],1818.46,962.31,426.06,55.2,0.38548556,0.45560116,True,True,34.60701754385965,43.813466266832855,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618452,"2-laning of Zorinpui - Longmasu section of NH-502A from km 0.000 to km 28.244 in the State of Mizoram on EPC mode under NHO-NE, stretch of IMBR",2026-05,Mizoram,NHIDCL,781.85,781.85,20.78,4.71,0.76590395,0.1406859,True,False,27.34171100594743,43.810080808606955,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
619060,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH- 37 Old from Km 514.800 to Km 534.800 20.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-III Road Works",2026-05,Assam,NHIDCL,344.71,619.7,46.37,62.9,0.1014033,0.62031484,False,True,43.55,43.80925247192383,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618650,4 Lane with PS from Des. Ch 89.900 to Des. Ch. 136.100 of Belgaum-Hungund- Raichur Section of NH-748A Package-3,2026-05,Karnataka,National Highways Authority of India [NHAI],1363.9,1219.62,115.94,20.45,0.6171087,0.20007907,True,False,27.007263322305874,43.798556539361506,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618205,"Construction of 4 lane with paved shoulder from Existing Ch. 14200 to 24320 DesignCh. 14200 to 24400, Ch. 33760 to 42780 Design Ch. 35300 to 44294 & Ch. 43440 to47020 Design Ch. 44958 to 48500 Delina Flyover  including construction of flyoverlength 1.704 km of total length 22.736 kms in AOR of 760 BRTF on road SRINAGARBARAMULA  URI NH-01 in the UT of Jammu & Kashmir under project BEACON,Border Roads Organization BRO  Package-IJob No NH-1-J&K-2022-23-110",2026-04,"Jammu andKashmir",MoRTH,823.46,823.46,262.57,83.0,0.28203198,0.40002167,True,True,44.666666666666664,43.77754898071289,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619124,"6L Access Controlled Greenfield Highway from Polavaram Ch. 260000 to MarripudiCh. 285500 of [NH-544G]Package-12",2026-04,Andhra Pradesh,National Highways Authority of India [NHAI],747.29,626.83,227.96,69.6,0.22380625,0.4652028,True,True,53.6,43.77628616333008,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618447,Construction of 2-Laning with Paved Shoulder of New Greenfield Alignment From Helipad near Menla at Km 82000 to Menla at Km 94030 of Rhenock-Menla Spur NH- 717B Package-IIIB on EPC Basis under SARDP-NE Phase 'A' in the State of Sikkim.,2026-05,Sikkim,NHIDCL,410.6,379.3,0.0,81.89,0.009013905,0.81208295,False,True,34.055,43.766743041992186,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618147,Widening to 2 Lane with Paved Shoulders from design Km 103.200 Existing Km 103.200 to design Km 116.700 Existing Km 118.470 on AP/KNT Border to Sira Section of NH-544E in the State of Karnatakaon EPC mode under Annual plan 2022- 23,2026-05,Karnataka,MoRTH,166.58,166.58,35.33,65.0,0.68453455,0.13034156,True,False,42.5,43.75517654418945,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618636,Akkalkot MH/KN border New Greenfield corridor from Km 512.000 to Km 548.400 of NH-150C part of Akkalkot KN/TS Border section Package XIV,2026-05,"Multi-States(Karnataka,Maharashtra)",National Highways Authority of India [NHAI],1370.75,1403.49,275.78,49.35,0.62974197,0.064023,True,False,39.422300006139295,43.73477520721972,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
619212,"6L Access Controlled Greenfield Highway of Julekal village to Dinnedevarapaduvillage from Km 242.200 to Km 280.400 Pkg-2",2026-04,"Multi-States(Andhra Pradesh,Telangana)",National Highways Authority of India [NHAI],1227.57,1315.87,524.04,65.24,0.23597306,0.5237683,True,True,56.50666666666667,43.70633142089844,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618034,Construction of 2 lane Barpeta Bypass from Km 77900Baradi to Km 86150 Deurikuchi Length8.25Km on NH-427 in the state of Assam under EPC ModeJob No.427/AS/2022-23/245,2026-05,Assam,MoRTH,173.65,173.65,8.07,20.0,0.6858127,0.1934108,True,False,34.97676360495249,43.68689463717842,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618947,4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I,2026-04,Jharkhand,National Highways Authority of India [NHAI],1504.8,1508.21,804.61,91.83,0.30562678,0.43780047,True,True,38.78,43.670057861328125,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618464,"Vadodara Mumbai Expressway Ena -Kim Phase IB - Pkg VI [Km 217.500 to Km254.430]",2026-04,Gujarat,National Highways Authority of India [NHAI],2271.86,4297.28,2574.42,98.9,0.12186896,0.540163,False,True,34.06666666666666,43.6508821105957,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618736,"4L Elevated corridor of Kalimandir-Dimna Chowk-Baliguma Jamshedpur Section ofNH-33 New NH-18 from km 241940 to km 251961 Length 10.021 km",2026-04,Jharkhand,National Highways Authority of India [NHAI],936.26,832.2,281.39,43.21,0.29605168,0.5226394,True,True,41.999242974836555,43.64287350677236,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618222,"Widening and Strengthening up gradation to 2 lane with paved shoulder from existingchainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir underProject Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job NoNH-144A-J&K-2022-2023-111",2026-04,"Jammu andKashmir",MoRTH,562.45,562.45,137.07,70.03,0.17834088,0.45602265,False,True,53.31333333333333,43.565321228027344,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618072,Widening to Existing single lane /intermediate lane to 2 lane from Km185.00 to Km 220.00 of NH-61 New NH-02 in the state of Nagaland.,2026-05,Nagaland,MoRTH,297.25,297.25,149.19,100.0,0.5509912,0.28905025,True,False,25.0,43.565120697021484,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618316,4-Laning of Vairengte - Chhimluang section Package-3 of NH-306 from Existing Chainage km 43000 to Km 59700 Design Chainage km 46000 to km 60850 on Silchar - Vairengte- Sairang road in the State of Mizoram under Bharatmala Pariyojna under NHO-NE. Package-1&2 in Assam state,2026-05,Mizoram,NHIDCL,491.39,491.39,34.51,17.86,0.68730855,0.17976555,True,False,27.651588421840856,43.55617027011206,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618838,"4L of Karwar Km. 281.980 of NH-62 Nagaur road to Dangiyavas of Jodhpur RingRoad Pkg-II",2026-04,Rajasthan,National Highways Authority of India [NHAI],736.75,512.77,400.17,99.0,0.10318811,0.7345197,False,True,34.0,43.53341445922852,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
617894,"Construction or 4 lane Raniganj Bypass of length 5.261 km on NH-60 new NH-14 from km 273.00 of NH to km 478.18 of NH-2 New NH 16 in paschim Bardhaman, West Bengal in EPC Mode- reg. Job No. 014-WB-2022-23/514",2026-05,West Bengal,MoRTH,410.83,410.83,169.08,66.82,0.34274012,0.410428,True,True,41.59,43.53254449462891,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618841,4L Elevated Section and at-grade improvements at Begusarai town Simaria - Khagaria section from Km. 221.047 to Km. 225.302 of NH-31,2026-05,Bihar,National Highways Authority of India [NHAI],491.04,348.38,345.21,95.72,0.045571472,0.48180702,False,True,27.14,43.514397521972654,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618616,4L of Dhrol bypass section of NH-151A Approx. length 5.7 Km & widening upto 4 laning of missing link of Amran section of NH-151A Approx. length 6.55 Km from existing Ch. 42000 to 48500 of ongoing Dhrol-Bhadra-Pipaliya section of NH-151A,2026-05,Gujarat,National Highways Authority of India [NHAI],625.58,455.54,126.13,31.05,0.64397836,0.06957838,True,False,30.957450317882554,43.508996881178476,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618799,"Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road LinkRd. and km 4.965 - km 60.00 of SH-69",2026-04,Karnataka,National Highways Authority of India [NHAI],456.79,456.79,436.72,91.65,0.19079302,0.53772557,False,True,38.9,43.50547882080078,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
619003,Solan - Kaithlighat Section of NH-22 Now NH-5 from Km. 106.139 to Km.129.05,2026-04,Himachal Pradesh,National Highways Authority of India [NHAI],881.74,1519.53,652.04,90.11,0.060209796,0.48744524,False,True,73.26,43.47947088623047,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618756,Melur - Pilayarpatti - Karaikudi from km 99.920 of NH 38 to km 12.9 of NH 383 Ext.,2026-04,Tamil Nadu,National Highways Authority of India [NHAI],1103.86,1085.41,774.36,92.15,0.14346795,0.5849218,False,True,60.78888888888889,43.46663045247396,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
617949,Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district of AP state under NHO on EPC Mode under Annual Plan 2022-23,2026-05,Andhra Pradesh,MoRTH,159.66,159.66,59.26,100.0,0.6655336,0.20448197,True,False,25.0,43.46629333496094,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
709750,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore,2026-05,Tamil Nadu,Chennai Petroleum Corporation Limited [CPCL],205.0,205.0,101.27,73.1,0.5253458,0.28974012,True,False,38.45,43.45648773193359,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
619089,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from Km 0.000 to Km 49.230 of NH-27,2026-05,Assam,NHAI,1909.98,2745.74,1340.44,94.59,0.61514866,0.02310474,True,False,27.705,43.43240328979492,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
619111,"6L Jakkuva  Korlam Section of NH-130CD Road from km 396.800 to km 421.100 Pkg2",2026-04,Andhra Pradesh,National Highways Authority of India [NHAI],840.51,840.51,549.56,99.32,0.109935075,0.62780756,False,True,33.78666666666667,43.376612823486326,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618894,"4L of Madathukulam - Pollachi from km. 74.38 to km. 116.95 of old NH-209 New NH-83",2026-04,Tamil Nadu,National Highways Authority of India [NHAI],1772.13,1772.13,499.6,91.84,0.15365353,0.53302944,False,True,38.77333333333333,43.37538720703125,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618844,Viluppuram Km.0.000 to Puducherry Km.29.000,2026-04,"Multi-States(Puducherry, TamilNadu)",National Highways Authority of India [NHAI],1358.31,1162.44,524.82,98.32,0.092436515,0.6814814,False,True,34.45333333333334,43.33752133178711,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
617888,Landslide treatment work on NH 58 from Kodiyala Km. 266.130 to Devprayag Km. 296.925 10 location under EPC mode in the State of Uttarakhand on EPC Mode,2026-05,Uttarakhand,MoRTH,192.54,192.54,0.0,99.0,0.014244404,0.71136194,False,True,25.5,43.29127807617188,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
619093,4L Ismailabad to Ambala Section of NH-152 Lot-4/Package-1,2026-04,"Multi-States(Haryana, Punjab)",National Highways Authority of India [NHAI],609.32,454.34,169.1,70.83,0.24785829,0.4537708,True,True,52.78,43.27964801025391,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618547,2L NH-1 from km 8.660 to km 33.775 Sumbal to Wayul to 4L dual carriageway NH standard as part of Srinagar Ring Road PhaseII [Design Ch. 41.907 to Ch. 66.609],2026-05,"Jammu andKashmir",National Highways Authority of India [NHAI],961.0,643.64,430.82,51.02,0.32941172,0.094878875,True,False,47.79230010952902,43.27211650080435,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
617955,Widening to two lane with paved Shoulders from Km 40.00 to Km 75.00 Existing chainages of Mangalore - Tumkur section of NH-73 in the State of Karnataka on EPC Mode under Annual Plan 2021-22 Job No NH-73-KNT-2021-22-945,2026-05,Karnataka,MoRTH,718.52,718.52,308.84,83.0,0.63845676,0.3366881,True,True,33.5,43.241197967529295,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618560,Improvement of Geometrics of Thondupally to Kothur from Km 22.300 to Km 34.14 of NH-44,2026-05,Telangana,National Highways Authority of India [NHAI],541.58,527.43,72.23,17.05,0.31987557,0.42741704,True,True,33.45652645848738,43.13389644924186,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
617984,"Gudivada Town 2 RoB, and Road improvement NH-165",2026-05,Andhra Pradesh,MoRTH,317.22,317.22,0.0,73.46,0.029239984,0.6377634,False,True,38.27,43.119825866699216,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618898,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode,2026-05,Tamil Nadu,National Highways Authority of India [NHAI],1163.17,834.46,199.66,29.72,0.7160323,0.053111978,True,False,22.757078074279192,43.100901493856725,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618872,4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara - Yelawala Road Junction fcrom Km 169.000 to Km 195.550 of NH-275 Pkg-IV,2026-05,Karnataka,National Highways Authority of India [NHAI],1062.76,952.03,93.27,16.33,0.63534313,0.095617704,True,False,27.005809719648816,43.04634341229303,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618788,4L Greenfield Jalbhera  Shahbad section from km. 0.000 to km. 22.850 of NH-152G,2026-04,Haryana,National Highways Authority of India [NHAI],927.22,1173.66,367.54,87.05,0.15704036,0.5853725,False,True,41.96666666666667,43.014871520996095,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618440,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH- 37 Old from Km 490.800 to Km 534.800, under SARDP- NE on EPC Mode in the state of Assam Pkg- IV Structures & Toll Plaza",2026-05,Assam,NHIDCL,187.09,100.22,0.0,0.0,0.12928744,0.6068446,False,True,25.0,42.99406433105469,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618590,"Durg-Raipur-Arang Package - 2 from km. 44.50 to km. 92.23 near Khatti Village tonear Aurang",2026-04,Chhattisgarh,National Highways Authority of India [NHAI],1958.9,1561.97,583.62,68.7,0.2363288,0.433262,True,True,54.199999999999996,42.971274261474605,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618509,"Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Roadfrom km. 0.70 to km.15.00",2026-04,Delhi,National Highways Authority of India [NHAI],2089.94,2203.45,1803.73,99.99,0.09518712,0.6091103,False,True,33.34,42.948242736816404,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618348,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from km 130.000 to km 141.029 Package-4B in the State of Manipur on EPC Mode,2026-05,Manipur,NHIDCL,177.76,177.76,2.62,4.45,0.6502723,0.20644796,True,False,24.78715106099651,42.93630004562409,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
619095,"Balance works of 4L Panvel  Indapur section of NH66 old NH17 from km 42.300 kasuto km 84.600 Indapur",2026-04,Maharashtra,National Highways Authority of India [NHAI],546.44,472.1,420.38,81.63,0.19540885,0.5020571,False,True,45.580000000000005,42.90310107421875,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618969,4/6L of  Spur to Haridwar Greenfield from Km. 0.000 to Km. 50.70,2026-04,"Multi-States (UttarPradesh,Uttarakhand)",National Highways Authority of India [NHAI],2155.95,2612.3,1469.55,91.5,0.07912379,0.6404106,False,True,39.0,42.89107666015625,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618970,"6L access control Greenfield highway of Vill-Lohadda to Vill-Karaunda Mahajan fromKm. 27.000 to Km. 56.500 Pkg-2",2026-04,Uttar Pradesh,National Highways Authority of India [NHAI],1335.45,1335.38,1016.38,92.89,0.13759361,0.64838237,False,True,38.07333333333333,42.888074432373045,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618282,4-L Bilasipara-Guwahati Package-10,2026-05,Assam,NHIDCL,1264.9,1264.9,470.6,62.16,0.6602555,0.08913393,True,False,42.22230010952902,42.877893051097324,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
400151,NORTH URIMARI EXPANSION OCP,2026-04,Jharkhand,Ministry of Coal,778.8,778.8,605.7,71.38,0.8621184,0.027450303,True,False,39.610476190476184,42.86383934238979,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618124,Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to Etah section to two lane with paved shoulder configuration under EPC mode in the State of Uttar Pradesh,2026-05,Uttar Pradesh,MoRTH,343.54,343.54,83.27,65.0,0.25816166,0.3828844,True,True,42.5,42.858070373535156,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
619193,Rehabilitation and upgradation of NH-221 from km 121/0 to 165/0 Rudrampur to Bhadrachalam section to two lane with paved shoulder under NHDPIV in the state of Telangana through EPC mode,2026-05,Telangana,MoRTH,295.47,334.82,375.14,82.76,0.018625118,0.6306693,False,True,58.62,42.85750653076172,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618875,"4L of Haridwar  Nagina section Design Ch. LME from km 13.829 to km 17.110 & km26.077 to km 27.508 and Design Ch. RME from km 13.839 to km 17.120 & km 26.078to km 27.509 of EUP mitigation measures on NH74",2026-04,Uttarakhand,National Highways Authority of India [NHAI],183.92,142.11,102.18,70.42,0.27732414,0.4916148,True,True,53.053333333333335,42.843780334472655,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
709865,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme,2026-05,Assam,NRL,293.5,293.5,81.84,99.0,0.4831432,0.24590008,True,False,25.5,42.83890075683594,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
618265,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Miranpur Katra to radhaita section of NH-730CKm.114.000 to Km 137.250pakage-III in state of Uttar Pradesh undergreen national Highway Corridor ProjectGNHCP with the loan assistance of world Bank on EPC mode.,2026-05,Uttar Pradesh,MoRTH,172.5,169.56,0.0,91.0,0.005270893,0.6330202,False,True,29.5,42.80820922851562,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618694,Indore - Harda Pkg-I [Indore to Raghav Garh from km. 0.25 to km. 26.903],2026-04,Madhya Pradesh,National Highways Authority of India [NHAI],1011.29,813.03,416.8,91.73,0.086464874,0.6599284,False,True,38.846666666666664,42.799179412841795,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
706922,Guwahati-Dibrugarh via Tinsukia & Simaluguri-Dibrugarh (Central Organisation for Railway Electrification ),2026-05,Assam,CORE,890.36,889.36,391.73,89.0,0.48380193,0.24136014,True,False,55.5,42.79914016723633,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
619216,"6L access Controlled Greenfield Highway from Adhoya Musalmana to Sadopursection of Shamli -Ambala Package-III Design Ch. Form km 84.400 to km 121.786",2026-04,"Multi-States(Haryana, Punjab)",National Highways Authority of India [NHAI],1491.72,1122.86,644.11,71.11,0.31314635,0.47043243,True,True,52.593333333333334,42.760452331542965,MEDIUM,COST_AND_TIME,"Immediate multidisciplinary review recommended. Investigate expenditure trajectory, schedule slippage and milestone recovery actions."
618706,Bangalore-Nidagatta Pkg. I,2026-04,Karnataka,National Highways Authority of India [NHAI],3496.01,4087.42,604.66,99.19,0.080129735,0.40561712,False,True,67.20666666666666,42.750040679931644,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618266,Rehabilitation and upgradation to 2-lane with paved sholuders configuration of Bewar- Allahaganj- section of NH-730C Km.0.000 to Km 52.770 pakage-I in state of Uttar Pradesh undergreen national Highway Corridor Project GNHCP with the loan assistance of world Bank on EPC mode.,2026-05,Uttar Pradesh,MoRTH,325.24,340.16,0.0,99.0,0.014920368,0.64617485,False,True,25.5,42.74325866699219,MEDIUM,TIME_RISK,"Review milestone progress, schedule slippage and recovery plan."
618628,Strengthening of Existing Alignment of Pandharpur Town Part Bypassed Section of NH 965 from KM 36.230 to KM 44.230 from Chh. Shivaji Maharaj Chowk to Wakhari,2026-05,Maharashtra,National Highways Authority of India [NHAI],150.21,87.59,65.16,48.0,0.25549027,0.24143611,True,False,48.62803973056285,42.74075442149849,MEDIUM,COST_RISK,"Review expenditure growth, revised cost trajectory and financial controls."
