ProjectCode,ProjectName,ReportMonth,OriginalCost,RevisedCost,Expenditure,CurrentExpenditureRatio,RobustCurrentExpenditurePct,RobustCurrentGap,Physical Progress,Prev_Expenditure,Prev_OriginalCost,Prev_RevisedCost,Prev_ExpenditureRatio,Prev_CostGrowth,Prev_PhysicalProgress,Prev_ProgressRemaining,ProgressVelocity,ProjectAgeDays,ElapsedDays,PlannedDurationDays,RemainingPlannedDays,ScheduleElapsedRatio,ProgressScheduleGap,Prev_RobustExpenditurePct,Prev_RobustGap,CurrentGapVsPreviousGap,HasPreviousRevisedCost,HasPreviousRevisedDoc,InvalidPlannedDuration,DateInconsistencyFlag,State,Agency,FutureCostOverrun
617977,Development of Chiloda - Gandhinagar- Sarkhej ofNH-147 Package -II,2026-04-01,211.28,234.44,0.0,0.0,0.0,99.55,99.55,,,,,0.0,,,,2922.0,2708.0,731.0,-1977.0,3.704514363885089,-0.45000000000000284,,,,1,1,0,0,Gujarat,MoRTH,0
617978,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS RigidPavement of NH 160 section- Phaltan to Mhaishal near Karnataka Border includingTasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State ofMaharashtra- Package-II & Package III combined- starting from existing chainage Km341/300 to Km 394/130 and design chainage Km 340/250 at Dahiwadi Village to Km392/950 ending at Vita Village in the State of Maharashtra on EPC Mode.",2026-04-01,631.76,631.76,187.58,0.2969165505888312,29.69165505888312,44.848344941116885,74.54,,,,,0.0,,,,761.0,335.0,730.0,395.0,0.4589041095890411,28.649589041095894,,,,0,1,0,0,Maharashtra,MoRTH,0
617978,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaishal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra- Package-II & Package III combined- starting from existing chainage Km 341/300 to Km 394/130 and design chainage Km 340/250 at Dahiwadi Village to Km 392/950 ending at Vita Village in the State of Maharashtra on EPC Mode.",2026-05-01,631.76,631.76,187.58,0.2969165505888312,29.69165505888312,48.50834494111688,78.2,187.58,631.76,631.76,0.2969165505888312,0.0,74.54,25.459999999999994,3.6599999999999966,791.0,365.0,730.0,365.0,0.5,28.200000000000003,29.69165505888312,44.848344941116885,3.6599999999999966,0,1,0,0,Maharashtra,MoRTH,0
617979,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS RigidPavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border includingTasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State ofMaharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan VillageJunction of Phaltan  Baramati Road Design Chainage -301/430km & ending atexisting chainage Km 341/300  Dahiwadi Village Bus Stop Design chainage Km340466km in the S",2026-04-01,533.76,533.76,0.0,0.0,0.0,68.95,68.95,,,,,0.0,,,,761.0,335.0,730.0,395.0,0.4589041095890411,23.05958904109589,,,,0,1,0,1,Maharashtra,MoRTH,1
617979,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan Village Junction of Phaltan Baramati Road Design Chainage -301/430km & ending at existing chainage Km 341/300 Dahiwadi Village Bus Stop Design chainage Km 340466km in the S",2026-05-01,533.76,533.76,0.0,0.0,0.0,65.57,65.57,0.0,533.76,533.76,0.0,0.0,68.95,31.049999999999997,-3.3800000000000097,791.0,365.0,730.0,365.0,0.5,15.569999999999993,0.0,68.95,-3.3800000000000097,0,1,0,1,Maharashtra,MoRTH,0
617980,"Construction of six lane elevated corridor from km 7.950  Uppal to km 14.200 of NH-163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPCmode in the state of Telangana",2026-04-01,626.76,626.76,16.13,0.025735528751037077,2.5735528751037076,49.126447124896295,51.7,,,,,0.0,,,,2953.0,2831.0,731.0,-2100.0,3.8727770177838576,-48.3,,,,0,1,0,0,Telangana,MoRTH,0
617980,Construction of six lane elevated corridor from km 7.950 Uppal to km 14.200 of NH- 163 to De-Congest the urban limits of Hyderabad-Bhoopalapatnam section on EPC mode in the state of Telangana,2026-05-01,626.76,626.76,16.13,0.025735528751037077,2.5735528751037076,49.74644712489629,52.32,16.13,626.76,626.76,0.025735528751037077,0.0,51.7,48.3,0.6199999999999974,2983.0,2861.0,731.0,-2130.0,3.913816689466484,-47.68,2.5735528751037076,49.126447124896295,0.6199999999999974,0,1,0,0,Telangana,MoRTH,0
617981,"Widening to Two with Paved shoulders from Km 59.500 to Km 132.033 ofManneguda- Ravunapally section of NH-163 Erstwhile SH-4 in the State of Telanganaon EPC mode under NH O Annual Plan 2016-17",2026-04-01,359.0,359.0,0.0,0.0,0.0,99.92,99.92,,,,,0.0,,,,3318.0,3257.0,730.0,-2527.0,4.461643835616439,-0.0799999999999983,,,,0,1,0,0,Telangana,MoRTH,0
617982,"Widening and strengthening of existing 2-lane to 2- lane with paved shoulders from km159/0 to 165/4 and 186/0 to 215/0 of NH-163 on EPC mode int the state of Telangana",2026-04-01,230.03,230.03,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,3012.0,2861.0,518.0,-2343.0,5.523166023166024,-100.0,,,,0,1,0,0,Telangana,MoRTH,0
617983,"Widening & Strengthening of Existing 2LPS to 4 lane  PS from Km 150000 to Km159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year2020-21 on EPC Mode in the state of Telangana.",2026-04-01,317.19,300.56,175.26,0.5831115251530476,58.31115251530476,28.688847484695238,87.0,,,,,0.0,,,,1857.0,1370.0,731.0,-639.0,1.8741450068399452,-13.0,,,,1,1,0,0,Telangana,MoRTH,0
617983,Widening & Strengthening of Existing 2LPS to 4 lane PS from Km 150000 to Km 159000 and Km 165400 to Km 186000 of NH-163 old NH-202 under NH O for the year 2020-21 on EPC Mode in the state of Telangana.,2026-05-01,317.19,300.56,175.28,0.5831780676071333,58.31780676071333,29.68219323928667,88.0,175.26,317.19,300.56,0.5831115251530476,0.0,87.0,13.0,1.0,1887.0,1400.0,731.0,-669.0,1.915184678522572,-12.0,58.31115251530476,28.688847484695238,0.9933457545914308,1,1,0,0,Telangana,MoRTH,1
617984,"Gudivada Town 2 RoB, and Road improvement NH-165",2026-04-01,317.22,317.22,0.0,0.0,0.0,73.46,73.46,,,,,0.0,,,,1492.0,1066.0,731.0,-335.0,1.4582763337893296,-26.540000000000006,,,,0,1,0,0,Andhra Pradesh,MoRTH,0
617984,"Gudivada Town 2 RoB, and Road improvement NH-165",2026-05-01,317.22,317.22,0.0,0.0,0.0,73.46,73.46,0.0,317.22,317.22,0.0,0.0,73.46,26.540000000000006,0.0,1522.0,1096.0,731.0,-365.0,1.4993160054719563,-26.540000000000006,0.0,73.46,0.0,0,1,0,0,Andhra Pradesh,MoRTH,0
617985,"Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru toAkiveedu",2026-04-01,529.54,588.65,0.0,0.0,0.0,69.62,69.62,,,,,0.0,,,,2222.0,1612.0,730.0,-882.0,2.208219178082192,-30.379999999999995,,,,1,1,0,0,Andhra Pradesh,MoRTH,0
617985,Widening to two lane with paved shoulders from Km 0/0 to 64/020 Pamarru to Akiveedu,2026-05-01,529.54,588.65,0.0,0.0,0.0,69.62,69.62,0.0,529.54,588.65,0.0,0.0,69.62,30.379999999999995,0.0,2252.0,1642.0,730.0,-912.0,2.249315068493151,-30.379999999999995,0.0,69.62,0.0,1,1,0,0,Andhra Pradesh,MoRTH,0
617986,"Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km248010 to km 269900 to 2",2026-04-01,292.63,292.63,0.0,0.0,0.0,82.57,82.57,,,,,0.0,,,,1127.0,486.0,730.0,244.0,0.6657534246575343,15.99465753424657,,,,0,1,0,0,Andhra Pradesh,MoRTH,0
617986,Kurnool/Kadapa Border-Jammalamadugu section of NH-167K i.e. Design Ch. Km 248010 to km 269900 to 2,2026-05-01,292.63,292.63,0.0,0.0,0.0,90.97,90.97,0.0,292.63,292.63,0.0,0.0,82.57,17.430000000000007,8.400000000000006,1157.0,516.0,730.0,214.0,0.7068493150684931,20.28506849315069,0.0,82.57,8.400000000000006,0,1,0,0,Andhra Pradesh,MoRTH,0
617987,"Nandyala-Kurnool/Kadapa Border section of NH-167K i.e. Km 186/000 to Km250/000Design Ch.186000 to 248010 to 2LPS",2026-04-01,691.81,691.81,0.0,0.0,0.0,40.49,40.49,,,,,0.0,,,,547.0,212.0,730.0,518.0,0.29041095890410956,11.448904109589044,,,,0,1,0,0,Andhra Pradesh,MoRTH,0
617987,Nandyala-Kurnool/Kadapa Border section of NH-167K i.e. Km 186/000 to Km 250/000Design Ch.186000 to 248010 to 2LPS,2026-05-01,691.81,691.81,0.0,0.0,0.0,42.28,42.28,0.0,691.81,691.81,0.0,0.0,40.49,59.51,1.7899999999999991,577.0,242.0,730.0,488.0,0.3315068493150685,9.129315068493149,0.0,40.49,1.7899999999999991,0,1,0,0,Andhra Pradesh,MoRTH,0
617988,"Sangameswaram - Atmakuru section   from Km 96 to Km 124    & Velegodu- Nandyalsection   including Nandyal Bypass      from Km 143/6 to 185/9       NH-167K",2026-04-01,776.17,644.14,0.0,0.0,0.0,20.94,20.94,,,,,0.0,,,,547.0,274.0,730.0,456.0,0.37534246575342467,-16.594246575342464,,,,1,1,0,0,Andhra Pradesh,MoRTH,0
617988,Sangameswaram - Atmakuru section from Km 96 to Km 124 & Velegodu- Nandyal section including Nandyal Bypass from Km 143/6 to 185/9 NH-167K,2026-05-01,776.17,644.14,0.0,0.0,0.0,23.38,23.38,0.0,776.17,644.14,0.0,0.0,20.94,79.06,2.4399999999999977,577.0,304.0,730.0,426.0,0.41643835616438357,-18.26383561643836,0.0,20.94,2.4399999999999977,1,1,0,0,Andhra Pradesh,MoRTH,0
617989,"Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 HagariJadcherla section",2026-04-01,157.32,187.61,103.33,0.550770214807313,55.077021480731304,12.922978519268696,68.0,,,,,0.0,,,,2588.0,2527.0,915.0,-1612.0,2.7617486338797814,-32.0,,,,1,1,0,0,Karnataka,MoRTH,0
617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,2026-05-01,157.32,187.61,103.33,0.550770214807313,55.077021480731304,13.922978519268696,69.0,103.33,157.32,187.61,0.550770214807313,0.0,68.0,32.0,1.0,2618.0,2557.0,915.0,-1642.0,2.794535519125683,-31.0,55.077021480731304,12.922978519268696,1.0,1,1,0,0,Karnataka,MoRTH,0
617990,"Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharlaroad from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.",2026-04-01,242.0,242.0,78.49,0.3243388429752066,32.43388429752066,63.506115702479335,95.94,,,,,0.0,,,,1127.0,790.0,639.0,-151.0,1.2363067292644758,-4.060000000000002,,,,0,0,0,0,Andhra Pradesh,MoRTH,0
617991,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch.14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in theState of Andhra Pradesh under Corridor Approach through Engineering, Procurement",2026-04-01,290.15,290.15,140.23,0.48330174047906255,48.330174047906254,43.56982595209375,91.9,,,,,0.0,,,,3438.0,3257.0,730.0,-2527.0,4.461643835616439,-8.099999999999994,,,,0,1,0,0,Andhra Pradesh,MoRTH,0
617991,"Rehabilitation and up-gradation of NH-167 from Km 14/900 to Km70/000 Design Ch. 14/900 to 69/700 Chintakunta to Adoni section to two lane with paved shoulders in the State of Andhra Pradesh under Corridor Approach through Engineering, Procurement",2026-05-01,290.15,290.15,140.23,0.48330174047906255,48.330174047906254,43.56982595209375,91.9,140.23,290.15,290.15,0.48330174047906255,0.0,91.9,8.099999999999994,0.0,3468.0,3287.0,730.0,-2557.0,4.502739726027397,-8.099999999999994,48.330174047906254,43.56982595209375,0.0,0,1,0,0,Andhra Pradesh,MoRTH,0
617992,"Rehabilitation & upgradation of NH - 167 from design km 187.723 to 234.434Miryalaguda to Kodad section  to two lane with paved shoulder on EPC mode in thestate of Telangana",2026-04-01,322.81,322.81,148.48,0.45996096775192835,45.99609677519283,52.14390322480717,98.14,,,,,0.0,,,,2953.0,2769.0,731.0,-2038.0,3.7879616963064295,-1.8599999999999994,,,,0,1,0,0,Telangana,MoRTH,0
617993,"Rehabilitation and upgradation of NH-167 from design km 157.707 to 187.723 designlength 30.016 km to two lane with paved shoulders of Alinagar-Miryalaguda Sec onEPC mode in the state of Telangana",2026-04-01,220.28,220.28,0.0,0.0,0.0,97.74,97.74,,,,,0.0,,,,2981.0,2892.0,549.0,-2343.0,5.26775956284153,-2.260000000000005,,,,0,1,0,0,Telangana,MoRTH,0
617994,"Rehabilitation and upgradation of NH-167 from design km 113.900 to 154.479Mallepally Haliya section  to two lane with paved shoulders on EPC mode in the stte ofTelangana",2026-04-01,294.13,257.61,239.25,0.9287294747874694,92.87294747874694,-4.652947478746938,88.22,,,,,0.0,,,,2981.0,2861.0,518.0,-2343.0,5.523166023166024,-11.780000000000001,,,,1,1,0,0,Telangana,MoRTH,0
617994,Rehabilitation and upgradation of NH-167 from design km 113.900 to 154.479 Mallepally Haliya section to two lane with paved shoulders on EPC mode in the stte of Telangana,2026-05-01,294.13,257.61,239.25,0.9287294747874694,92.87294747874694,-4.652947478746938,88.22,239.25,294.13,257.61,0.9287294747874694,0.0,88.22,11.780000000000001,0.0,3011.0,2891.0,518.0,-2373.0,5.581081081081081,-11.780000000000001,92.87294747874694,-4.652947478746938,0.0,1,1,0,0,Telangana,MoRTH,1
617995,"Widening to Two Lane with Paved Shoulders from Km 67.000 to Km 114.425 ofKalwakurthy- Mallapally Section of NH 167 Erstwhile section of SH 18 in the State ofTelangana on EPC mode under NH O Annual Plan 2016-17",2026-04-01,300.0,300.0,175.1,0.5836666666666667,58.36666666666667,40.833333333333336,99.2,,,,,0.0,,,,3377.0,3257.0,730.0,-2527.0,4.461643835616439,-0.7999999999999972,,,,0,1,0,0,Telangana,MoRTH,0
617995,Widening to Two Lane with Paved Shoulders from Km 67.000 to Km 114.425 of Kalwakurthy- Mallapally Section of NH 167 Erstwhile section of SH 18 in the State of Telangana on EPC mode under NH O Annual Plan 2016-17,2026-05-01,300.0,300.0,175.1,0.5836666666666667,58.36666666666667,40.833333333333336,99.2,175.1,300.0,300.0,0.5836666666666667,0.0,99.2,0.7999999999999972,0.0,3407.0,3287.0,730.0,-2557.0,4.502739726027397,-0.7999999999999972,58.36666666666667,40.833333333333336,0.0,0,1,0,0,Telangana,MoRTH,0
617996,"Widening to 2/4 Lane with paved shoulders from Km 182.120 to Km 227.600 of NH167 on Haggari-Jadcherla Road on EPC mode under NHO in the state of Telangana",2026-04-01,298.0,298.0,234.7,0.7875838926174497,78.75838926174497,16.841610738255028,95.6,,,,,0.0,,,,3469.0,3346.0,730.0,-2616.0,4.583561643835616,-4.400000000000006,,,,0,1,0,0,Telangana,MoRTH,0
617997,Widening of existing 2 lane to 4 lane with paved shoulder from Designed km 25.15 to km 56.70 Except Km 52.70 to 53.50 of NH-169 Nellisara Camp to Thirthahalli of NH- 169 on Shimoga-Mangalore section in the state of Karnataka on EPC mode under Annual plan 2022-23 NH-169-KNT-2022-23-978 dated 08.03.2023,2026-05-01,538.71,538.71,0.28,0.0005197601678082828,0.05197601678082828,5.948023983219172,6.0,,,,,0.0,,,,1157.0,89.0,730.0,641.0,0.12191780821917808,-6.191780821917808,,,,0,1,0,0,Karnataka,MoRTH,1
617998,"Widening to existing 2 lane with paved Shoulder to 4 Lane with paved shoulder fromdesign Km 153.00 to 168.27 Mala Gate to Karkala of NH -169 on Shimoga -Mangalore section in the state of Karnataka on EPC mode under Annula Plan 2021-22Job No. NH-169-KNT-2021-22-949",2026-04-01,177.94,177.94,108.93,0.6121726424637519,61.217264246375194,13.782735753624806,75.0,,,,,0.0,,,,1492.0,1155.0,731.0,-424.0,1.5800273597811219,-25.0,,,,0,1,0,0,Karnataka,MoRTH,0
617998,Widening to existing 2 lane with paved Shoulder to 4 Lane with paved shoulder from design Km 153.00 to 168.27 Mala Gate to Karkala of NH -169 on Shimoga - Mangalore section in the state of Karnataka on EPC mode under Annula Plan 2021-22 Job No. NH-169-KNT-2021-22-949,2026-05-01,177.94,177.94,111.41,0.626109924693717,62.610992469371695,20.389007530628305,83.0,108.93,177.94,177.94,0.6121726424637519,0.0,75.0,25.0,8.0,1522.0,1185.0,731.0,-454.0,1.6210670314637483,-17.0,61.217264246375194,13.782735753624806,6.606271777003499,0,1,0,0,Karnataka,MoRTH,1
617999,"Widening to 2LPS from Km 67 to Km 115 on Kadur-Hosadurga section NH 173 in thestate of Karnataka NH-173-KNT-2022-23-980 dated 13.03.2023",2026-04-01,471.62,471.62,80.08,0.16979771850218395,16.979771850218395,47.3502281497816,64.33,,,,,0.0,,,,1127.0,577.0,577.0,0.0,1.0,-35.67,,,,0,1,0,0,Karnataka,MoRTH,0
617999,Widening to 2LPS from Km 67 to Km 115 on Kadur-Hosadurga section NH 173 in the state of Karnataka NH-173-KNT-2022-23-980 dated 13.03.2023,2026-05-01,471.62,471.62,80.08,0.16979771850218395,16.979771850218395,47.3502281497816,64.33,80.08,471.62,471.62,0.16979771850218395,0.0,64.33,35.67,0.0,1157.0,607.0,577.0,-30.0,1.0519930675909879,-35.67,16.979771850218395,47.3502281497816,0.0,0,1,0,0,Karnataka,MoRTH,0
618000,"Widening to 2-Lane with Paved Shoulders from Km 116.800 to 149.070DesignChanges on Hosadurga - Holalkere Section of NH-173 in the State of Karnataka onEPC mode under Annual Plan 2021-22 Job no. NH-173-KNT-2021-22-946",2026-04-01,170.34,147.39,106.88,0.7251509600379945,72.51509600379946,20.13490399620055,92.65,,,,,0.0,,,,1492.0,1339.0,549.0,-790.0,2.4389799635701275,-7.349999999999994,,,,1,1,0,0,Karnataka,MoRTH,0
618000,Widening to 2-Lane with Paved Shoulders from Km 116.800 to 149.070Design Changes on Hosadurga - Holalkere Section of NH-173 in the State of Karnataka on EPC mode under Annual Plan 2021-22 Job no. NH-173-KNT-2021-22-946,2026-05-01,170.34,147.39,106.88,0.7251509600379945,72.51509600379946,20.13490399620055,92.65,106.88,170.34,147.39,0.7251509600379945,0.0,92.65,7.349999999999994,0.0,1522.0,1369.0,549.0,-820.0,2.493624772313297,-7.349999999999994,72.51509600379946,20.13490399620055,0.0,1,1,0,0,Karnataka,MoRTH,0
618001,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the Stateof Telangana",2026-04-01,216.53,265.88,154.05,0.5793967203249587,57.93967203249587,34.160327967504124,92.1,,,,,0.0,,,,2892.0,1765.0,730.0,-1035.0,2.4178082191780823,-7.900000000000006,,,,1,1,0,0,Telangana,MoRTH,0
618001,"Construction of 4-lane flyover at Amberpet-X road, Hyderabad on NH-202 in the State of Telangana",2026-05-01,216.53,265.88,156.4,0.5882352941176471,58.82352941176471,33.276470588235284,92.1,154.05,216.53,265.88,0.5793967203249587,0.0,92.1,7.900000000000006,0.0,2922.0,1795.0,730.0,-1065.0,2.458904109589041,-7.900000000000006,57.93967203249587,34.160327967504124,-0.8838573792688393,1,1,0,0,Telangana,MoRTH,1
618002,"Widening of existing single lane to intermediate lane road from Mokokchung to Charevia Dikhu in the state of Nagaland on EPC mode",2026-04-01,192.93,192.93,99.65,0.5165085782408128,51.65085782408128,-51.65085782408128,0.0,,,,,0.0,,,,1885.0,1035.0,731.0,-304.0,1.4158686730506156,-100.0,,,,0,0,0,0,Nagaland,MoRTH,0
618003,"Construction of four lane ROB and its approaches in lieu of existing Level CrossingNo. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisitionunder NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y2033-34",2026-04-01,154.49,154.49,22.32,0.1444753705741472,14.447537057414719,57.55246294258528,72.0,,,,,0.0,,,,1612.0,1035.0,549.0,-486.0,1.8852459016393444,-28.0,,,,0,1,0,0,Odisha,MoRTH,0
618003,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,2026-05-01,154.49,154.49,22.32,0.1444753705741472,14.447537057414719,57.55246294258528,72.0,22.32,154.49,154.49,0.1444753705741472,0.0,72.0,28.0,0.0,1642.0,1065.0,549.0,-516.0,1.9398907103825136,-28.0,14.447537057414719,57.55246294258528,0.0,0,1,0,0,Odisha,MoRTH,0
618004,"Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder fromCh. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length-16.150 Kmunder EPC mode in the state of Bihar",2026-04-01,179.86,179.86,0.0,0.0,0.0,0.05,0.05,,,,,0.0,,,,1520.0,455.0,546.0,91.0,0.8333333333333334,-83.28333333333335,,,,0,1,0,0,Bihar,MoRTH,0
618004,Construction of Bhabhua Bypass from Ch. 10800Design Ch. 10800 to Ch. 19860 Design Ch. 18150 and Chand Bypass from Ch. 38060 Design Ch. 36250 to Ch. 40460 Design Ch. 38650 and widening of existing road to 2 - lane with Paved shoulder from Ch. 40460 Design Ch. 38650 to Ch. 46860 Design Ch. 45050 of NH-219 Total length- 16.150 Kmunder EPC mode in the state of Bihar,2026-05-01,179.86,179.86,0.0,0.0,0.0,0.05,0.05,0.0,179.86,179.86,0.0,0.0,0.05,99.95,0.0,1550.0,485.0,546.0,61.0,0.8882783882783882,-88.77783882783882,0.0,0.05,0.0,0,1,0,0,Bihar,MoRTH,0
618005,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,2026-04-01,178.85,278.53,0.0,0.0,0.0,98.65,98.65,,,,,0.0,,,,3712.0,3622.0,730.0,-2892.0,4.961643835616439,-1.3499999999999943,,,,1,1,0,0,Bihar,MoRTH,0
618005,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,2026-05-01,178.85,278.53,0.0,0.0,0.0,98.65,98.65,0.0,178.85,278.53,0.0,0.0,98.65,1.3499999999999943,0.0,3742.0,3652.0,730.0,-2922.0,5.002739726027397,-1.3499999999999943,0.0,98.65,0.0,1,1,0,0,Bihar,MoRTH,0
618006,Sitamarhi-Jaynagar Section km 79.400 to km 156.500 Lot-II,2026-04-01,369.77,503.28,0.0,0.0,0.0,98.78,98.78,,,,,0.0,,,,3712.0,3591.0,913.0,-2678.0,3.9331872946330777,-1.2199999999999989,,,,1,1,0,0,Bihar,MoRTH,0
618007,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,2026-04-01,553.3,706.39,0.0,0.0,0.0,99.0,99.0,,,,,0.0,,,,3712.0,3622.0,914.0,-2708.0,3.962800875273523,-1.0,,,,1,1,0,0,Bihar,MoRTH,0
618008,"Construction of four-lane elevated viaduct from km.4634 to km.6345 on NH-24Aincluding Retaining wall, service lane, at grade road and improvement of junctions,  onEPC mode",2026-04-01,185.09,269.81,175.09,0.6489381416552389,64.89381416552389,35.10618583447611,100.0,,,,,0.0,,,,1857.0,1492.0,549.0,-943.0,2.7176684881602915,0.0,,,,1,1,0,0,Uttar Pradesh,MoRTH,0
618009,"Balance work of Construction of Ring Road for Raebareli City on eastern side of NH-24B Phase-1 on EPC mode.",2026-04-01,319.96,347.8,0.0,0.0,0.0,95.0,95.0,,,,,0.0,,,,2313.0,2008.0,547.0,-1461.0,3.670932358318099,-5.0,,,,1,1,0,0,Uttar Pradesh,MoRTH,0
618009,Balance work of Construction of Ring Road for Raebareli City on eastern side of NH- 24B Phase-1 on EPC mode.,2026-05-01,319.96,347.8,0.0,0.0,0.0,95.0,95.0,0.0,319.96,347.8,0.0,0.0,95.0,5.0,0.0,2343.0,2038.0,547.0,-1491.0,3.7257769652650823,-5.0,0.0,95.0,0.0,1,1,0,0,Uttar Pradesh,MoRTH,0
618010,"Development to 4-lane with paved shoulder for the road section Talwandi Sabo-Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 fromexisting Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State ofPunjab. Job No NH-254-PB-2022-23-565",2026-04-01,546.67,546.67,0.0,0.0,0.0,45.0,45.0,,,,,0.0,,,,1127.0,335.0,549.0,214.0,0.6102003642987249,-16.02003642987249,,,,0,1,0,0,Punjab,MoRTH,0
618010,Development to 4-lane with paved shoulder for the road section Talwandi Sabo- Raman road to refinery Road junction with Bathinda Dabwali Road of NH-254 from existing Km 131.600 to Km 155.650 Design Km 131600 to km 155600 in the State of Punjab. Job No NH-254-PB-2022-23-565,2026-05-01,546.67,546.67,0.0,0.0,0.0,45.0,45.0,0.0,546.67,546.67,0.0,0.0,45.0,55.0,0.0,1157.0,365.0,549.0,184.0,0.6648451730418944,-21.48451730418944,0.0,45.0,0.0,0,1,0,0,Punjab,MoRTH,0
618011,"Construction of 2 lane with paved shoulder for the work of Development of remainingsections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulderconfiguration by Construction of Byasses for town portions1 Asotra- Brahmdhambypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Majorrealignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass inthe state of Rajasthan on EPC Mode",2026-04-01,411.44,411.44,66.63,0.16194341823838226,16.194341823838226,71.40565817616177,87.6,,,,,0.0,,,,1582.0,1431.0,731.0,-700.0,1.957592339261286,-12.400000000000006,,,,0,1,0,0,Rajasthan,MoRTH,0
618011,Construction of 2 lane with paved shoulder for the work of Development of remaining sections of NH-325 Balotra to sanderao via Jalore to 2 lane with paved shoulder configuration by Construction of Byasses for town portions1 Asotra- Brahmdham bypass 2Siwana Bypass 3 Mokalsar Bypass 4 Major realignment at Kathadi 5 Major realignment at Bishangarh 6 Jalore Bypass 7 Ahore Town portion 8 Dujana Bypass in the state of Rajasthan on EPC Mode,2026-05-01,411.44,411.44,66.63,0.16194341823838226,16.194341823838226,74.84565817616178,91.04,66.63,411.44,411.44,0.16194341823838226,0.0,87.6,12.400000000000006,3.440000000000012,1612.0,1461.0,731.0,-730.0,1.9986320109439124,-8.959999999999994,16.194341823838226,71.40565817616177,3.440000000000012,0,1,0,0,Rajasthan,MoRTH,1
618012,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamarisection of NH 326 in the State of Odisha under Annual Plan 2021.22.",2026-04-01,186.52,186.52,42.83,0.22962684966759594,22.962684966759596,37.037315033240404,60.0,,,,,0.0,,,,1492.0,790.0,731.0,-59.0,1.0807113543091655,-40.0,,,,0,1,0,0,Odisha,MoRTH,0
618012,"Widening & strengthenlng to 2LPS from km 0,000 to 40.000 Dhaugaon- Podamari section of NH 326 in the State of Odisha under Annual Plan 2021.22.",2026-05-01,186.52,186.52,42.93,0.2301629852026592,23.01629852026592,36.98370147973408,60.0,42.83,186.52,186.52,0.22962684966759594,0.0,60.0,40.0,0.0,1522.0,820.0,731.0,-89.0,1.121751025991792,-40.0,22.962684966759596,37.037315033240404,-0.0536135535063238,0,1,0,0,Odisha,MoRTH,1
618013,4-laning of  Puttaparthi-Koduru Section of NH-342,2026-04-01,1318.59,909.19,341.52,0.3756310562148725,37.56310562148725,41.93689437851275,79.5,,,,,0.0,,,,1278.0,882.0,731.0,-151.0,1.2065663474692203,-20.5,,,,1,1,0,0,Andhra Pradesh,MoRTH,0
