ProjectCode,ReportMonth,ProjectName,OriginalCost,RevisedCost,Expenditure,CurrentExpenditureRatio,RobustCurrentExpenditurePct,Physical Progress,CurrentScheduleDelayDays,CurrentScheduleStatus,Prev_Expenditure,Prev_OriginalCost,Prev_RevisedCost,Prev_ExpenditureRatio,Prev_PhysicalProgress,Prev_ProgressRemaining,ProgressVelocity,ProjectAgeDays,ElapsedDays,PlannedDurationDays,RemainingPlannedDays,ScheduleElapsedRatio,ProgressScheduleGap,Prev_RobustExpenditurePct,ExpenditureChange,CostGrowth,ScheduleDelayChangeDays,HasPreviousRevisedCost,HasPreviousRevisedDoc,HasPreviousTargetDoc,InvalidPlannedDuration,DateInconsistencyFlag,State,Agency,FutureTimeOverrun
617935,2026-05,"Construction of Elevated corridor from Km. 135.650 to 136.300 on 63, from Km. 249 to Km. 250.050 on old NH-4 and from Km. 192.910 to Km. 193.350 on NH-218 from decongestion of traffic in Ranichennamma circle in Hubli city in the state of Karnataka on EPC basis",298.0,349.49,175.06,58.744966442953015,50.09013133422988,65.0,-229.0,WithinPlan,167.23,298.0,349.49,56.11744966442953,52.0,48.0,13.0,2099.0,1795.0,2024.0,229.0,0.8868577075098815,-23.68577075098814,47.84972388337291,7.8300000000000125,0.0,30.0,1,1,1,0,0,Karnataka,MoRTH,0
617936,2026-04,"Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 ofNH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state ofTelangana.",253.99,183.26,0.0,0.0,0.0,100.0,1299.0,SeverelyOverdue,,,,,,,,3469.0,3318.0,2019.0,-1299.0,1.6433878157503714,-64.33878157503713,,,,,0,0,0,0,0,Telangana,MoRTH,0
617936,2026-05,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,253.99,183.26,0.0,0.0,0.0,100.0,1329.0,SeverelyOverdue,0.0,253.99,183.26,0.0,100.0,0.0,0.0,3499.0,3348.0,2019.0,-1329.0,1.6582466567607728,-65.82466567607727,0.0,0.0,0.0,30.0,1,0,1,0,0,Telangana,MoRTH,0
617937,2026-04,Udgir Raavi Degloor Aadampur phata to Sagroli fata,809.77,809.77,0.0,0.0,0.0,0.0,-2028.0,WithinPlan,,,,,,,,516.0,0.0,2028.0,2028.0,0.0,0.0,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617937,2026-05,Udgir Raavi Degloor Aadampur phata to Sagroli fata,809.77,809.77,0.0,0.0,0.0,0.0,-1998.0,WithinPlan,0.0,809.77,809.77,0.0,0.0,100.0,0.0,546.0,30.0,2028.0,1998.0,0.014792899408284023,-1.4792899408284024,0.0,0.0,0.0,30.0,1,0,1,0,0,Maharashtra,MoRTH,0
617938,2026-04,"Rehabilitation And Upgradation to four lane with paved shoulder configuration from km24350 to km 61875 Jawale - Borgaon Kale of NH-63 in the State of Maharashtra onEPC mode under Annual Plan 2024-25 Total length - 37.525 Km.",574.18,574.18,0.06,0.010449684767842837,0.010449684767842837,10.0,-1815.0,WithinPlan,,,,,,,,486.0,212.0,2027.0,1815.0,0.10458806117414898,-0.4588061174148983,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617938,2026-05,Rehabilitation And Upgradation to four lane with paved shoulder configuration from km 24350 to km 61875 Jawale - Borgaon Kale of NH-63 in the State of Maharashtra on EPC mode under Annual Plan 2024-25 Total length - 37.525 Km.,574.18,574.18,0.07,0.012191298895816645,0.012191298895816645,10.0,-1785.0,WithinPlan,0.06,574.18,574.18,0.010449684767842837,10.0,90.0,0.0,516.0,242.0,2027.0,1785.0,0.11938825851011346,-1.9388258510113463,0.010449684767842837,0.010000000000000009,0.0,30.0,1,1,1,0,0,Maharashtra,MoRTH,0
617939,2026-04,"6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 fromSangareddy X Roads to Madinaguda in the State of Telangana",1297.75,1297.75,0.0,0.0,0.0,37.5,-1387.0,WithinPlan,,,,,,,,1127.0,639.0,2026.0,1387.0,0.31539980256663375,5.960019743336627,,,,,0,0,0,0,0,Telangana,MoRTH,0
617939,2026-05,6-Laning of Pune-Hyderabad Section of NH-65 from Km 493/0 to Km 524/0 from Sangareddy X Roads to Madinaguda in the State of Telangana,1297.75,1297.75,0.0,0.0,0.0,37.5,-1357.0,WithinPlan,0.0,1297.75,1297.75,0.0,37.5,62.5,0.0,1157.0,669.0,2026.0,1357.0,0.3302073050345508,4.479269496544916,0.0,0.0,0.0,30.0,1,1,1,0,0,Telangana,MoRTH,1
617940,2026-04,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane maincarriageway with service roads, drains cum footpath, including VUPs and widening ofMinor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",545.11,545.11,273.9,50.24673919025518,50.24673919025518,80.59,-654.0,WithinPlan,,,,,,,,1857.0,1370.0,2024.0,654.0,0.6768774703557312,12.902252964426879,,,,,0,0,0,0,0,Telangana,MoRTH,1
617940,2026-05,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",545.11,545.11,275.13,50.472381721120506,50.472381721120506,81.79,-624.0,WithinPlan,273.9,545.11,545.11,50.24673919025518,80.59,19.409999999999997,1.2000000000000028,1887.0,1400.0,2024.0,624.0,0.691699604743083,12.620039525691709,50.24673919025518,1.2300000000000182,0.0,30.0,1,1,1,0,0,Telangana,MoRTH,0
617941,2026-04,"4-Laning from End of Zuari approaches to Start of Margao Bypass section of NH-66from Km 536.800 to Km 543.450",398.25,398.25,0.0,0.0,0.0,0.0,-1969.0,WithinPlan,,,,,,,,639.0,59.0,2028.0,1969.0,0.029092702169625246,-2.9092702169625246,,,,,0,0,0,0,0,Goa,MoRTH,0
617941,2026-05,4-Laning from End of Zuari approaches to Start of Margao Bypass section of NH-66 from Km 536.800 to Km 543.450,398.25,398.25,0.0,0.0,0.0,0.5,-1939.0,WithinPlan,0.0,398.25,398.25,0.0,0.0,100.0,0.5,669.0,89.0,2028.0,1939.0,0.04388560157790927,-3.888560157790927,0.0,0.0,0.0,30.0,1,1,1,0,0,Goa,MoRTH,0
617942,2026-04,"Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 includingapproaches on NH-66",641.46,641.46,0.0,0.0,0.0,90.59,-1296.0,WithinPlan,,,,,,,,1096.0,730.0,2026.0,1296.0,0.36031589338598224,54.55841066140178,,,,,0,0,0,0,0,Goa,MoRTH,0
617942,2026-05,Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including approaches on NH-66,641.46,641.46,0.0,0.0,0.0,96.75,-1266.0,WithinPlan,0.0,641.46,641.46,0.0,90.59,9.409999999999997,6.159999999999997,1126.0,760.0,2026.0,1266.0,0.3751233958538993,59.23766041461007,0.0,0.0,0.0,30.0,1,1,1,0,0,Goa,MoRTH,0
617943,2026-05,4-laning of Navelim to Cuncolim Section of NH-66 from Km 554.245 to Km 561.480 on HAM Mode,746.75,746.75,0.0,0.0,0.0,0.0,-1998.0,WithinPlan,,,,,,,,516.0,30.0,2028.0,1998.0,0.014792899408284023,-1.4792899408284024,,,,,0,0,0,0,0,Goa,MoRTH,0
617944,2026-04,"Kashedi ghat tunnel NH-66 [Bhogaon Khurd - Kashedi section] 4 lanes under NHDPon EPC mode",680.43,701.46,0.0,0.0,0.0,98.37,718.0,SeverelyOverdue,,,,,,,,2769.0,2739.0,2021.0,-718.0,1.35526966848095,-37.15696684809498,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617945,2026-04,"Balance work of NH-66 from design Km 84/00 to Km 87/100 Indapur Bypass and Km91/600 to Km 99/100 Mangaon Bypass to four lane with paved shoulder in State ofMaharashtra under NHO on EPC Mode.",354.21,354.21,0.0,0.0,0.0,52.09,-1845.0,WithinPlan,,,,,,,,396.0,182.0,2027.0,1845.0,0.0897878638381845,43.11121361618155,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617945,2026-05,Balance work of NH-66 from design Km 84/00 to Km 87/100 Indapur Bypass and Km 91/600 to Km 99/100 Mangaon Bypass to four lane with paved shoulder in State of Maharashtra under NHO on EPC Mode.,354.21,354.21,0.0,0.0,0.0,58.14,-1815.0,WithinPlan,0.0,354.21,354.21,0.0,52.09,47.91,6.049999999999997,426.0,212.0,2027.0,1815.0,0.10458806117414898,47.681193882585106,0.0,0.0,0.0,30.0,1,1,1,0,0,Maharashtra,MoRTH,0
617946,2026-04,Kashedi to Parshuram Ghat section of NH-66 from Km 161/600 - Km 205/400 - 4L  PS,1142.62,1142.62,0.0,0.0,0.0,97.5,961.0,SeverelyOverdue,,,,,,,,3683.0,2981.0,2020.0,-961.0,1.4757425742574257,-50.07425742574256,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617946,2026-05,Kashedi to Parshuram Ghat section of NH-66 from Km 161/600 - Km 205/400 - 4L PS,1142.62,1142.62,0.0,0.0,0.0,97.5,991.0,SeverelyOverdue,0.0,1142.62,1142.62,0.0,97.5,2.5,0.0,3713.0,3011.0,2020.0,-991.0,1.4905940594059406,-51.55940594059405,0.0,0.0,0.0,30.0,1,1,1,0,0,Maharashtra,MoRTH,0
617947,2026-04,Arawali Kante section of NH-17New NH-66 4L  PS from Km.241/300 to 281/300,1006.99,1443.09,0.0,0.0,0.0,80.06,1054.0,SeverelyOverdue,,,,,,,,3683.0,3073.0,2019.0,-1054.0,1.5220406141654284,-72.14406141654283,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617947,2026-05,Arawali Kante section of NH-17New NH-66 4L PS from Km.241/300 to 281/300,1006.99,1443.09,0.0,0.0,0.0,80.06,1084.0,SeverelyOverdue,0.0,1006.99,1443.09,0.0,80.06,19.939999999999998,0.0,3713.0,3103.0,2019.0,-1084.0,1.5368994551758297,-73.62994551758297,0.0,0.0,0.0,30.0,1,1,1,0,0,Maharashtra,MoRTH,0
617948,2026-04,Kante - Wakad section of NH-66 4L  PS from Km.281/300 to 332/200,1117.75,2020.56,287.96,25.762469246253634,14.25149463515065,90.14,1054.0,SeverelyOverdue,,,,,,,,3683.0,3073.0,2019.0,-1054.0,1.5220406141654284,-62.06406141654283,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617948,2026-05,Kante - Wakad section of NH-66 4L PS from Km.281/300 to 332/200,1117.75,2020.56,287.96,25.762469246253634,14.25149463515065,90.14,1084.0,SeverelyOverdue,287.96,1117.75,2020.56,25.762469246253634,90.14,9.86,0.0,3713.0,3103.0,2019.0,-1084.0,1.5368994551758297,-63.54994551758297,14.25149463515065,0.0,0.0,30.0,1,1,1,0,0,Maharashtra,MoRTH,0
617949,2026-04,"Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu districtof AP state under NHO on EPC Mode under Annual Plan 2022-23",159.66,159.66,59.26,37.11637229111863,37.11637229111863,100.0,-1265.0,WithinPlan,,,,,,,,1127.0,761.0,2026.0,1265.0,0.37561697926949655,62.438302073050345,,,,,0,0,0,0,0,Andhra Pradesh,MoRTH,0
617949,2026-05,Tadipatri Bypass Km 0000 to Km 6285 of 4-Lane on NH-67 in Anantapuramu district of AP state under NHO on EPC Mode under Annual Plan 2022-23,159.66,159.66,59.26,37.11637229111863,37.11637229111863,100.0,-1235.0,WithinPlan,59.26,159.66,159.66,37.11637229111863,100.0,0.0,0.0,1157.0,791.0,2026.0,1235.0,0.3904244817374136,60.95755182625864,37.11637229111863,0.0,0.0,30.0,1,1,1,0,0,Andhra Pradesh,MoRTH,0
617950,2026-04,"Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 toexisting Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NHO in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated22.11.2022",204.42,204.42,0.0,0.0,0.0,0.0,-1753.0,WithinPlan,,,,,,,,1247.0,274.0,2027.0,1753.0,0.13517513566847558,-13.517513566847558,,,,,0,0,0,0,0,Karnataka,MoRTH,0
617950,2026-05,Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 to existing Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NH O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated 22.11.2022,204.42,204.42,0.0,0.0,0.0,0.0,-1723.0,WithinPlan,0.0,204.42,204.42,0.0,0.0,100.0,0.0,1277.0,304.0,2027.0,1723.0,0.14997533300444005,-14.997533300444005,0.0,0.0,0.0,30.0,1,1,1,0,0,Karnataka,MoRTH,0
617951,2026-04,"Construction of Chintamani Bypass from Design Ch.0000 Existing Ch.428880 toDesign Ch.15400 Existing Ch.444010 on NH-69 in the State of Karnataka in EPCMode under NHO Annual Plan 2022-23. NH-69-KNT-2022-23-989 dated 24.03.2023",314.55,314.55,0.0,0.0,0.0,0.0,-1937.0,WithinPlan,,,,,,,,1127.0,90.0,2027.0,1937.0,0.04440059200789344,-4.440059200789344,,,,,0,0,0,0,0,Karnataka,MoRTH,0
617951,2026-05,Construction of Chintamani Bypass from Design Ch.0000 Existing Ch.428880 to Design Ch.15400 Existing Ch.444010 on NH-69 in the State of Karnataka in EPC Mode under NHO Annual Plan 2022-23. NH-69-KNT-2022-23-989 dated 24.03.2023,314.55,314.55,0.0,0.0,0.0,0.0,-1907.0,WithinPlan,0.0,314.55,314.55,0.0,0.0,100.0,0.0,1157.0,120.0,2027.0,1907.0,0.05920078934385792,-5.920078934385792,0.0,0.0,0.0,30.0,1,1,1,0,0,Karnataka,MoRTH,0
617954,2026-04,"Balance work of Rehabilitation and upgrading to 2lane/2lane with paved shoulderconfiguration and strengthening from from Km 343.80 to 400.33 of Gowribidanur-ChikBallapur section in the state of Karnataka Under Annual Plan 2021-22 under EPCMode.-952",398.48,398.48,211.59,53.099277253563535,53.099277253563535,93.25,-870.0,WithinPlan,,,,,,,,1492.0,1155.0,2025.0,870.0,0.5703703703703704,36.21296296296296,,,,,0,0,0,0,0,Karnataka,MoRTH,0
617955,2026-04,"Widening to two lane with paved Shoulders from Km 40.00 to Km 75.00   Existingchainages    of Mangalore - Tumkur section of NH-73 in the State of Karnataka onEPC Mode under Annual Plan 2021-22   Job No NH-73-KNT-2021-22-945",718.52,718.52,308.84,42.98279797361243,42.98279797361243,82.0,-898.0,WithinPlan,,,,,,,,1492.0,1127.0,2025.0,898.0,0.5565432098765432,26.345679012345684,,,,,0,0,0,0,0,Karnataka,MoRTH,0
617955,2026-05,Widening to two lane with paved Shoulders from Km 40.00 to Km 75.00 Existing chainages of Mangalore - Tumkur section of NH-73 in the State of Karnataka on EPC Mode under Annual Plan 2021-22 Job No NH-73-KNT-2021-22-945,718.52,718.52,308.84,42.98279797361243,42.98279797361243,83.0,-868.0,WithinPlan,308.84,718.52,718.52,42.98279797361243,82.0,18.0,1.0,1522.0,1157.0,2025.0,868.0,0.571358024691358,25.864197530864203,42.98279797361243,0.0,0.0,30.0,1,1,1,0,0,Karnataka,MoRTH,0
617957,2026-04,"Construction of Jasra Bypass with four lane paved shoulder configurationfrom Km379.670 on NH-76New NH-35  to Km 18.00 on NH-27New NH-30 on EPC in the Stateof Uttar Pradesh.",274.06,274.06,0.0,0.0,0.0,91.85,-1264.0,WithinPlan,,,,,,,,1155.0,761.0,2025.0,1264.0,0.37580246913580245,54.26975308641975,,,,,0,0,0,0,0,Uttar Pradesh,MoRTH,0
617958,2026-04,Widening & Strenthening from km132.895 to km 190.15 NH-80,566.1,566.1,251.12,44.35965377141848,44.35965377141848,95.0,-777.0,WithinPlan,,,,,,,,1857.0,1247.0,2024.0,777.0,0.616106719367589,33.3893280632411,,,,,0,0,0,0,0,Bihar,MoRTH,0
617958,2026-05,Widening & Strenthening from km132.895 to km 190.15 NH-80,566.1,566.1,253.68,44.81187069422363,44.81187069422363,95.01,-747.0,WithinPlan,251.12,566.1,566.1,44.35965377141848,95.0,5.0,0.010000000000005116,1887.0,1277.0,2024.0,747.0,0.6309288537549407,31.917114624505935,44.35965377141848,2.5600000000000023,0.0,30.0,1,1,1,0,0,Bihar,MoRTH,1
617959,2026-04,"Rehabilitation & Widening work for 2 Lane with Paved Shoulder of Existing NH-80from km 70.15 to Km 121.025 of Munger-Suttanganj -BhagatpurMirzachowki sectionon EPC Mode in the State of Bihar.",477.54,477.54,311.39,65.2071030698999,65.2071030698999,95.66,-870.0,WithinPlan,,,,,,,,1857.0,1155.0,2025.0,870.0,0.5703703703703704,38.62296296296296,,,,,0,0,0,0,0,Bihar,MoRTH,0
617960,2026-04,"Construction of new road at the missing link portion of NH-81 along approvedalignment between Harishchandrapur and Eastern approach of Kalindri Bridge fromKm 46.550 to Km 59.697 in the district of Malda. Job No-081-WB-2015-16/400",271.17,291.2,209.23,77.15824021831322,71.85096153846153,84.6,1420.0,SeverelyOverdue,,,,,,,,3530.0,3438.0,2018.0,-1420.0,1.7036669970267593,-85.76669970267594,,,,,0,0,0,0,0,West Bengal,MoRTH,1
617960,2026-05,Construction of new road at the missing link portion of NH-81 along approved alignment between Harishchandrapur and Eastern approach of Kalindri Bridge from Km 46.550 to Km 59.697 in the district of Malda. Job No-081-WB-2015-16/400,271.17,291.2,209.23,77.15824021831322,71.85096153846153,84.78,1450.0,SeverelyOverdue,209.23,271.17,291.2,77.15824021831322,84.6,15.400000000000006,0.18000000000000682,3560.0,3468.0,2018.0,-1450.0,1.7185332011892964,-87.07332011892964,71.85096153846153,0.0,0.0,30.0,1,1,1,0,0,West Bengal,MoRTH,1
617961,2026-04,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,1408.85,2138.16,0.0,0.0,0.0,97.0,1419.0,SeverelyOverdue,,,,,,,,4473.0,3438.0,2019.0,-1419.0,1.7028231797919762,-73.28231797919761,,,,,0,0,0,0,0,Bihar,MoRTH,0
617961,2026-05,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,1408.85,2138.16,0.0,0.0,0.0,97.0,1449.0,SeverelyOverdue,0.0,1408.85,2138.16,0.0,97.0,3.0,0.0,4503.0,3468.0,2019.0,-1449.0,1.7176820208023773,-74.76820208023773,0.0,0.0,0.0,30.0,1,1,1,0,0,Bihar,MoRTH,1
617962,2026-04,"Construction of Bypass to Madurai  Achambathu  Viratipathu in between km 6/85010/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering,Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 inthe state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",238.97,260.07,119.33,49.935138301878894,45.883800515245895,93.0,-1449.0,WithinPlan,,,,,,,,1492.0,577.0,2026.0,1449.0,0.28479763079960513,64.52023692003948,,,,,0,0,0,0,0,Tamil Nadu,MoRTH,0
617962,2026-05,"Construction of Bypass to Madurai Achambathu Viratipathu in between km 6/850 10/382 of NH 49 Extn New NH 85 including Land Acquisition on Engineering, Procurement & Construction EPC basis Contract under NH O Annual Plan 2021-22 in the state of Tamil Nadu job No.NH-49 Extn New NH 85 - TN-2021-22-997",238.97,260.07,119.33,49.935138301878894,45.883800515245895,94.0,-1419.0,WithinPlan,119.33,238.97,260.07,49.935138301878894,93.0,7.0,1.0,1522.0,607.0,2026.0,1419.0,0.2996051332675222,64.03948667324778,45.883800515245895,0.0,0.0,30.0,1,1,1,0,0,Tamil Nadu,MoRTH,0
617963,2026-04,"Rehabilitation and upgradation to four lane road from km 70.500 to km 78.600 of NH-92 under EPC mode in the State of Uttar Pradesh",296.02,351.78,0.0,0.0,0.0,35.0,-1572.0,WithinPlan,,,,,,,,1551.0,455.0,2027.0,1572.0,0.22446965959546128,12.553034040453873,,,,,0,0,0,0,0,Uttar Pradesh,MoRTH,0
617963,2026-05,Rehabilitation and upgradation to four lane road from km 70.500 to km 78.600 of NH- 92 under EPC mode in the State of Uttar Pradesh,296.02,351.78,0.0,0.0,0.0,33.0,-1542.0,WithinPlan,0.0,296.02,351.78,0.0,35.0,65.0,-2.0,1581.0,485.0,2027.0,1542.0,0.23926985693142575,9.073014306857427,0.0,0.0,0.0,30.0,1,1,1,0,0,Uttar Pradesh,MoRTH,0
617964,2026-04,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 onNH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km underEPC mode in the state of Uttar Pradesh.",309.63,309.63,32.4,10.464102315667086,10.464102315667086,25.0,-1510.0,WithinPlan,,,,,,,,1217.0,516.0,2026.0,1510.0,0.25468904244817375,-0.4689042448173737,,,,,0,0,0,0,0,Uttar Pradesh,MoRTH,0
617964,2026-05,"Widening to Four Lane rigid pavement configuration from Km 90.00 to Km 100.800 on NH-96 Km 42.0 to Km 53.300 as per new NH-330,design length of 11.300 km under EPC mode in the state of Uttar Pradesh.",309.63,309.63,37.26,12.033717663017148,12.033717663017148,26.0,-1480.0,WithinPlan,32.4,309.63,309.63,10.464102315667086,25.0,75.0,1.0,1247.0,546.0,2026.0,1480.0,0.2694965449160908,-0.9496544916090812,10.464102315667086,4.859999999999999,0.0,30.0,1,1,1,0,0,Uttar Pradesh,MoRTH,0
617965,2026-04,Kopargaon to Savali Vihir section,195.38,195.38,0.0,0.0,0.0,80.0,-838.0,WithinPlan,,,,,,,,1400.0,1186.0,2024.0,838.0,0.5859683794466403,21.403162055335976,,,,,0,0,0,0,0,Maharashtra,MoRTH,0
617965,2026-05,Kopargaon to Savali Vihir section,195.38,195.38,0.0,0.0,0.0,80.0,-808.0,WithinPlan,0.0,195.38,195.38,0.0,80.0,20.0,0.0,1430.0,1216.0,2024.0,808.0,0.6007905138339921,19.920948616600796,0.0,0.0,0.0,30.0,1,1,1,0,0,Maharashtra,MoRTH,1
617966,2026-04,"Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration andstrengthening of of Birpur and Bihpur Section from km 0.0 to Km 106 of NH  106 underphase I of National Highways Interconnectivity Improvement Projects NHIIP ICB No.NHIIP-BR-106-7 [NHIIP-BR-106-7]",780.77,961.33,0.04,0.005123147661923486,0.004160902083571718,99.74,1450.0,SeverelyOverdue,,,,,,,,4473.0,3469.0,2019.0,-1450.0,1.718177315502724,-72.07773155027242,,,,,0,0,0,0,0,Bihar,MoRTH,1
617966,2026-05,Rehabilitation and Upgrading to 2 lanes/2-lane with paved shoulders configuration and strengthening of of Birpur and Bihpur Section from km 0.0 to Km 106 of NH 106 under phase I of National Highways Interconnectivity Improvement Projects NHIIP ICB No. NHIIP-BR-106-7 [NHIIP-BR-106-7],780.77,961.33,0.04,0.005123147661923486,0.004160902083571718,99.74,1480.0,SeverelyOverdue,0.04,780.77,961.33,0.005123147661923486,99.74,0.2600000000000051,0.0,4503.0,3499.0,2019.0,-1480.0,1.7330361565131254,-73.56361565131253,0.004160902083571718,0.0,0.0,30.0,1,1,1,0,0,Bihar,MoRTH,0
617967,2026-04,"Construction of Rudraprayag tunnel of length 900.30 MTR including approaches andone major bridge on river Alaknanda connecting NH-107/old-109 to NH-07old-58 onEPC mode in the state of Uttarakhand.",251.88,251.88,0.0,0.0,0.0,99.0,-839.0,WithinPlan,,,,,,,,1885.0,1186.0,2025.0,839.0,0.585679012345679,40.4320987654321,,,,,0,0,0,0,0,Uttarakhand,MoRTH,0
617967,2026-05,Construction of Rudraprayag tunnel of length 900.30 MTR including approaches and one major bridge on river Alaknanda connecting NH-107/old-109 to NH-07old-58 on EPC mode in the state of Uttarakhand.,251.88,251.88,0.0,0.0,0.0,99.0,-809.0,WithinPlan,0.0,251.88,251.88,0.0,99.0,1.0,0.0,1915.0,1216.0,2025.0,809.0,0.6004938271604938,38.95061728395062,0.0,0.0,0.0,30.0,1,1,1,0,0,Uttarakhand,MoRTH,1
617968,2026-04,"Construction & Widening Including Augustmuni Bypass Ch-16.545 to Ch - 19.890 to2L/PS from Km 16.545-Km 33.130 & 45.980 -57.975 Augustmuni to Kund & Guptkashito Sitapur on NH 109 in UK",418.89,418.89,422.72,100.91432118217195,100.91432118217195,95.0,961.0,SeverelyOverdue,,,,,,,,3318.0,2981.0,2020.0,-961.0,1.4757425742574257,-52.57425742574256,,,,,0,0,0,0,0,Uttarakhand,MoRTH,0
617968,2026-05,Construction & Widening Including Augustmuni Bypass Ch-16.545 to Ch - 19.890 to 2L/PS from Km 16.545-Km 33.130 & 45.980 -57.975 Augustmuni to Kund & Guptkashi to Sitapur on NH 109 in UK,418.89,418.89,422.72,100.91432118217195,100.91432118217195,95.0,991.0,SeverelyOverdue,422.72,418.89,418.89,100.91432118217195,95.0,5.0,0.0,3348.0,3011.0,2020.0,-991.0,1.4905940594059406,-54.05940594059405,100.91432118217195,0.0,0.0,30.0,1,1,1,0,0,Uttarakhand,MoRTH,0
617969,2026-04,"Construction of 4 Lane ROB and its approaches at the level crossing LC No 29  B ofKm 29 Ekangarsarai at NH  110 New NH 33 & Railway Km 32.63 at Fatwa FUTIslampur IPR section in the state of Bihar on EPC mode.",201.08,201.08,0.01,0.004973145016908692,0.004973145016908692,58.0,-1387.0,WithinPlan,,,,,,,,1127.0,639.0,2026.0,1387.0,0.31539980256663375,26.460019743336627,,,,,0,0,0,0,0,Bihar,MoRTH,1
617969,2026-05,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29 B of Km 29 Ekangarsarai at NH 110 New NH 33 & Railway Km 32.63 at Fatwa FUT Islampur IPR section in the state of Bihar on EPC mode.,201.08,201.08,0.01,0.004973145016908692,0.004973145016908692,60.0,-1357.0,WithinPlan,0.01,201.08,201.08,0.004973145016908692,58.0,42.0,2.0,1157.0,669.0,2026.0,1357.0,0.3302073050345508,26.979269496544916,0.004973145016908692,0.0,0.0,30.0,1,1,1,0,0,Bihar,MoRTH,1
617970,2026-04,"Reconstruction of existing 2 L/IL to 2L with paved shoulder from existing km 52.200 to92.880 of NH-",282.08,282.08,166.13,58.894639818491214,58.894639818491214,100.0,1207.0,SeverelyOverdue,,,,,,,,3469.0,3226.0,2019.0,-1207.0,1.5978207033184746,-59.78207033184745,,,,,0,0,0,0,0,Uttarakhand,MoRTH,0
617971,2026-04,"Up-gradation to Two/Four lane with paved shoulder Configuration of Kondagaon-Narayanpur from design ch. 0.00 - 48.693   Design Length    47.493 Km. 1.20 Km.retained    on NH-130D under EPC mode in the State Chhattisgarh.",322.4,322.4,1.1,0.34119106699751867,0.34119106699751867,62.0,-1631.0,WithinPlan,,,,,,,,1217.0,396.0,2027.0,1631.0,0.19536260483473114,42.463739516526886,,,,,0,0,0,0,0,Chhattisgarh,MoRTH,0
617971,2026-05,Up-gradation to Two/Four lane with paved shoulder Configuration of Kondagaon- Narayanpur from design ch. 0.00 - 48.693 Design Length 47.493 Km. 1.20 Km. retained on NH-130D under EPC mode in the State Chhattisgarh.,322.4,322.4,1.1,0.34119106699751867,0.34119106699751867,66.0,-1601.0,WithinPlan,1.1,322.4,322.4,0.34119106699751867,62.0,38.0,4.0,1247.0,426.0,2027.0,1601.0,0.2101628021706956,44.983719782930436,0.34119106699751867,0.0,0.0,30.0,1,1,1,0,0,Chhattisgarh,MoRTH,0
617972,2026-04,"Upgradation to Two lane with Paved Shoulder Configuration of NarayanpurKasturmeta pkg-II from design ch. 48.693 to 70.453  design length21.760 Km.    onNH-130D under EPC mode in the state of Chhattisgarh.",200.67,200.67,14.99,7.469975581800966,7.469975581800966,0.0,-1540.0,WithinPlan,,,,,,,,1217.0,486.0,2026.0,1540.0,0.23988153998025666,-23.988153998025666,,,,,0,0,0,0,0,Chhattisgarh,MoRTH,0
